ISBN13,Title,Review,Rating
"=""""",A Little Book about Requirements and User Stories,"A nice little book on user stories. Not for the beginner, but with many good ideas on how to use them effectively. ",4
"=""9783867745741""","Reframe it!: 47 Werkzeuge und ein Modell, mit denen Sie Komplexität meistern (German Edition)","Gefallen hat mir die prägnante Beschreibung der über 30 Methoden. Auf wenigen Seiten findet man so die Kernaussage und den Verwendungszweck ohne sich jeweils durch ein eigenes Buch kämpfen zu müssen. Damit kann man sehr schnell herausfinden, welche Methoden einem interessieren und wo man sich gezielt um eine Vertiefung des Wissens bemühen kann. <br/><br/>Der Aufbau des Buches steht aus meiner Sicht in einem grossen Widerspruch zum Klappentext. Mir fehlt das gross angekündigte Gesamtmodell. Es erinnert mich eher an ein Kochbuch, bei dem 3 / 4 der Seiten die einzelnen Grundnahrungsmittel im Detail beschreiben und die Namen von Gerichten nennt, wo man diese Verwenden könnte. Die übrigen Seiten sind dann nicht diese Gerichte, sondern eine äusserst umfangreiche Betrachtung der Auswirkung von Hitze auf diese Lebensmittel gefolgt von einem Rezept. Den Rest müsse man halt selbst probieren. Das ist mir angesichts des Umfanges zu wenig. Wenn man schon mit «Reframe it» eine neue Methode proklamiert, dann müsste da für ein Sachbuch mit Praxisbezug deutlich mehr geliefert werden. Sonst könnte man es auch einfach wie bisher «Zielpublikumsspezifische Kommunikation» nennen…<br/><br/>",3
"=""""",25 Notizbuchregeln - Notizbücher einfach nutzen: ergänzt durch 10 Aufgabenregeln,"Kurzweiliges Buch mit einigen guten Ideen für eine effiziente Verwendung von Notizbüchern. Auch wenn der Autor dies im Vorwort explizit anspricht (und dazu keine Kritik mehr will), Bilder als Beispiel für die Anwendung der Regeln würden diese oft viel verständlicher machen. So muss nun in mehreren Absätzen erklärt werden, was man mit einem Bild sofort sehen könnte. Die verlinkten Bilder sind zwar eine Hilfe, doch hat man auf dem eReader nicht ständig eine Internetverbindung.",3
"=""9783981918014""","Wie sich Menschen organisieren, wenn ihnen keiner sagt, was sie tun sollen (German Edition)","Interessante Gedanken zur Selbstorganisation von Firmen. Dies ist im Moment im Trend und man sieht nur die Erfolgsgeschichten. Ich fand das Beispiel mit dem pinken VW Beetle sehr interessant. Als Firma wollte man solche Auswüchse in Zukunft verhindern. Anstatt einer expliziten Regel wurde dann eine implizite erstellt. In kleinen Firmen mag dies funktionieren. Was passiert aber, wenn mehr Leute dort arbeiten und sich die nicht mehr so intensiv kennen? Dann führen diese impliziten Regeln sehr schnell zu einer Ungleichbehandlung. Manche dürfen sich erlauben was anderen verboten ist. Wer auf sich selber schaut hat damit kein Problem, doch will man eine Firma voller Egoisten?<br/><br/>Regeln wegzulassen ist oft nötig. Doch ist es weder ein Allerheilmittel noch ohne Gefahren. Ich hätte daher im Buch gerne auch mehr Worte der Warnung gehört (mittels Beispielen für eine Übertreibung und wie dies korrigiert werden könnte ohne in die alten Muster zurückzufallen).<br/>",3
"=""9783492243162""",Anleitung zum Unglücklichsein,"Ein kleines Buch mit vielen interessanten Ideen. Paul Watzlawick zeigt schön auf wie einfach es ist sich selbst Unglücklich zu machen. Da fürchtet man sich vor einer Situation und macht bewusst (und unbewusst) alles, damit man genau dort landet: Aus der Idee heraus, meine Angestellten sind faul, wird ein Kontrollsystem erstellt, das jedem Angestellten die Arbeit verleidet. Kombiniert man das noch mit stetig angedeuteten aber nicht explizit ausgesprochenen Vorwürfen, erhält man seine selbsterfüllende Prophezeiung von den faulen und demotivierten Mitarbeitern. Beispiele wie dieses findet man in diesem Buch zuhauf, daher sollte für jeden eines dabei sein, was das eigene Verhalten hinterfragen lässt.<br/><br/>Sehr aufschlussreich fand ich die Motivation hinter sehr grossen Vorhaben innerhalb von Unternehmen und Behörden. Wenn man sich grosse Ziele steckt, die auch noch allgemein als wichtig anerkennt werden, muss man sich sehr gut vorbereiten. Niemand will ja, dass man so etwas wichtiges unvorbereitet startet. Da es so wichtig ist, darf man für die Erreichung auch viel Zeit benötigen. Der schöne Nebeneffekt: Lange laufende Projekte können ja erst am Ende beurteilt werden, vorher ist es ja noch nicht fertig. Das ist gerade bei Fehlschlägen äusserst praktisch, da man ja so lange das Projekt noch läuft auch keine Schuldigen finden muss – es gibt ja immer noch die Chance es doch noch hin zu bekommen. Diese Fehlervermeidungskultur führ dann zu all den Riesen-Flops, da man das nächste grosse Projekt ja noch grösser machen muss…<br/><br/><br/>",4
"=""9783955590468""",National Geographic Traveler Australien,Spannende Beschreibung von Australien mit sehr gut gemachten Fotos. Die Tipps und generellen Informationen sind gut aufbereitet und hören sich sehr interessant an.,4
"=""9783958455368""","Digital Cleaning: Informationsflut bewältigen, digital aufräumen und Ordnung halten mit System (German Edition)","Ein guter Leitfaden zum Aufbau der eigenen digitalen Dokumentenverwaltung. Der Autor stellt viele Werkzeuge und Ideen vor mit denen man Ordnung in seine (digitalen) Unterlagen bekommen kann. Ihm gelingt was vielen verwehrt bleibt: Die Theorie und das Soll mit dem Alltag der Leser zu verknüpfen und aufzuzeigen, wie man dort hin gelangt. Es wird nicht nur wie so oft erklärt, dass man Unterlagen scannen soll, sondern wie man diese nummerieren kann (z.B. mit einem Paginier-Stempel) und wie diese von der Ablage ins richtige Projekt/Ordner kommen. Gerade die Verknüpfung von Digital und Analog hat mir bisher immer gefehlt – es gibt ja Belege die müssen auf Papier erhalten bleiben. Mit der vorgestellten Lösung habe ich erstmals das Gefühl, da hat sich jemand wirklich mit dem Problem beschäftigt und eine einfache und praktikable Lösung gefunden. Ob ich dies nach der Umsetzung auch noch so sehe wird sich zeigen. Das Buch jedenfalls kann ich empfehlen.",5
"=""9783453600607""","Der Arschloch-Faktor: Vom geschickten Umgang mit Aufschneidern, Intriganten und Despoten in Unternehmen","Die deutsche Übersetzung zur «No Asshole Rule» ist nur bedingt gelungen. Oft wäre eine direktere und klarere Wortwahl hilfreich gewesen. So bleibt einem oft nur eine weichgespülte Aussage die an Klarheit verliert und mit viel bösem Willen ins Gegenteil verkehrt werden kann. Im Grossen und Ganzen dennoch lesenswert, doch würde ich das englische Original vorziehen.",2
"=""""","Cards on the Table (Hercule Poirot, #15)","An interesting puzzle starting with a murder in a closed room with only 4 suspects present. The 4 detectives (Superintendent Battle of Scotland Yard, Mrs. Ariadne Oliver, Col. Race of the Secret Service and Hercule Poirot) must figure out if the suspicions of the victim where right and if those 4 suspects committed murder before. A long hunt for the truth begins and ends up with more death bodies before Poirot can catch the murderer.",3
"=""9780008196653""","Black Coffee (Hercule Poirot, #7.5)","Charles Osborne did a good job by turning the play into a novel. Poirot is described a bit more harshly than Agatha Christie had done, but I think this adds more to the role than harming it. The story itself is not as complex as most other Poirot novels, but still there is a surprising end and an atmosphere that makes reading it worthwhile. ",3
"=""9780993501128""",Seven Steps to Improve Your People Skills,"This book by Neil Mullarkey is a good addition to [b:How to Win Friends and Influence People|4865|How to Win Friends and Influence People|Dale Carnegie|https://images.gr-assets.com/books/1442726934s/4865.jpg|2370171][b:How to Win Friends and Influence People|4865|How to Win Friends and Influence People|Dale Carnegie|https://images.gr-assets.com/books/1442726934s/4865.jpg|2370171]. With only 118 pages you can quickly get to the point and find out the reason behind these 7 steps:<br/>Learn, Look, Listen, Link, Let (other people speak), Lighten and Leave Well.<br/><br/>I found many good points and a lot of repetition to other book on the same topic. However, Neil doesn’t bore the reader with endless chapters - the small size of the book prevents that. However, if you are new to the topic you will need other books who offer a deeper dive into topics like active listening.",4
"=""9781591845553""",The First 20 Hours: How to Learn Anything...Fast,"Josh Kaufman offers us an interesting idea about how skill acquisition could be much more efficient. Instead of spending months on learning a new thing we could organise us better and quickly start with practicing. His book shows us various examples of different skills that he was able to learn with 20 hours of deliberate practicing. <br/><br/><p>It sounds too good to be true and the book doesn’t deliver much studies to support his thought – at least that is the impression you get if you don’t read the last chapter. There are all the references and links you need to learn a lot more about the foundation of his claims. There is more to the book than what you would give it by just browsing through the pages. <br><br/>His two 10-point lists aren’t revolutionary, but a good reference on how to deconstruct a big goal into small and manageable tasks. They are to the point and deliver a high value. Unfortunately, the 6 chapters on how Josh learned a specific skill aren’t up to that level. For me there was too much details on the topic and too little on how his skill acquiring worked.</p><br/><br/><br/>If this book is something worthwhile for you depends on your definition of proficiency. 20 hours are by far not enough to be a good programmer. However, as Josh explains, he learned a lot and got to a level where those other necessary topics can be addressed. If you can settle with a level where you can do something without constant frustration, then go ahead. If you demand that you know every little detail of a topic before you can call yourself proficient, then you won’t be happy with this book.<br/>",5
"=""9798804636129""",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,"Probably the book with the most use of the word Fuck I ever read. If you can look above that you find some interesting background stories you would like much more about. The most important part of this book is the realisation that you can decide if you care about something or not. You may have no saying to the situation you are in, but it’s up to you how you handle this situation. It’s your responsibility and no one else’s.<br/><br/><p>“If you want to change how you see your problems, you have to change what you value and/or how you measure failure/success.”</p><br/><br/>",4
"=""9780007141340""","The Murder of Roger Ackroyd (Hercule Poirot, #4)","Written from the perspective of Dr. Sheppard, the person who found the death Roger Ackroyd. This novel has the most layers and complexity of all the Hercule Poirot stories with an ending that is unforeseeable. The suspense grows while one possible suspect is cleared after the other. Who thought that the little gardener next door to Dr. Sheppard would be the famous detective that could entangle this net of contradictions and secrets? A great novel and not your typical Hercule Poirot adventure.",5
"=""""",Gute Beziehungen: Wie sie entstehen und stärker werden,"Aktives Zuhören, Ich-Perspektive für Dinge die einem stören und die Analogie mit dem Fenster (wem gehört das Problem?) können dabei helfen, gute Beziehungen aufzubauen und zu stärken. Ich hätte mir mehr Beispiele gewünscht, bei denen das gerade besprochene auf eine andere Art nochmals erklärt worden wäre. Dies hätte mir bei einigen Kapiteln sehr geholfen. ",3
"=""""",Warum weniger mehr ist: Wie Sie durch Minimalismus mehr Zufriedenheit und Glück gewinnen (German Edition),"Ein guter Reminder wieso weniger manchmal mehr ist. Trotz der Kürze des Buches gibt es doch etliche unnötige Wiederholungen, auf die man hätte verzichten können.",3
"=""9781491911181""",Git for Teams: A User-Centered Approach to Creating Efficient Workflows in Git,"The book contains a few interesting graphics and flow diagrams to determine which command in your situation is he right one. If you are in a situation you don’t want to be, those will help you to quickly resolve them without making the situation worse.<br/><br/><p>I was a bit surprised how long it took to come to Git commands. The introduction works without any commands, but I find it not that helpful to talk about a command and not showing it. I’m also a bit puzzled about the structure. You have everything in the book to explain Git for beginners and go up to teamwork. But with the structure it has, the book will be hard to understand for a Git novice. And those who are interested in the teamwork part are bored with commands that should be part of an introduction. The same problem I found in the chapters about the platforms to host your Git repositories. It’s nice to show options, but explaining GitHub, BitBucket and GitLab seems to be too much for a book on how teams can work with Git. </p><br/><br/>",2
"=""9780134394794""",Effective Debugging: 66 Specific Ways to Debug Software and Systems (Effective Software Development Series),"I heard a lot of good things about that book and more than one developer recommended it to me. However, I found this book disappointing. It may be that I know far too much about debugging but none of those 66 ways offered any new insights. I read throw the first 4 or 5 advices before even realizing that those banalities aren’t the warmup but the important content of the book. I mean, is using a bug tracker / ticketing system, google the problem or run your program until the bug hits really that ground-breaking? I don’t think so. The other advices are more specific and some are even great, but overall the book stays at the simple end of debugging and doesn’t help you much when you have a complex legacy application that doesn’t behave. <br/><br/><p><br/>The book has its good sides and when you are a junior developer (or didn’t need to debug much code) it may be even helpful. You certainly can save a lot of time if you follow the advices and don’t have to spend time figuring out those things on your own.</p><br/>",2
"=""9780955683619""",Bridging the Communication Gap: Specification by Example and Agile Acceptance Testing,"A good description of the problems that you can end up with when you can’t bridge the communication gab. I liked the introduction into BDD and using examples to describe what software should do. It’s not as technical as Specification by Example and therefore could work with the business side as well. I have read different books by Gojko but here I missed that surprising realisation the other books offered. Nevertheless, if you work in agile projects this book will be a great help. ",4
"=""9781491973899""",The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,A well written and easy to follow book on how your role changes when you move from developer to manager. Managing people isn’t the same as writing code and Camille did a great job to point out what you no longer can do when you changed your role. Too often managers forget that they now should do different things what ends up with those code rewrites as described in the book. Some vaguely described outcomes remembered me at my first boss after the university and how he struggled to accept his role. Don’t underestimate that transition. ,5
"=""9783446448018""",arc42 in Aktion: Praktische Tipps zur Architekturdokumentation,"Eine sehr hilfreiche Lektüre für alle die mit der Arc42 Vorlage ihre Software dokumentieren. Das Buch enthält zahlreiche Tipps und Klarstellungen, die einem viel Zeit sparen können. Mir hat dabei die Idee von Tabellen bei den Entwurfsentscheidungen sehr gefallen. Allerdings hätte ich so einen Tipp direkt in der Vorlage erwartet, wo man als Anwender eher nachschaut. Nicht anfreunden konnte ich mich mit den vielen UML Diagrammen. Blättert man das Buch nur durch, so scheinen diese zu überwiegen. Der aufmerksame Leser hingegen nervt sich über die vielen Beteuerungen, das UML nur ein Vorschlag und keinesfalls eine Notwendigkeit sei. Da hätte weniger UML und auch weniger Beteuerungen die Möglichkeit eröffnet, mehr über die automatische Generierung von Dokumentation zu berichten. Die Werkzeuge (wie asciidoc) werden zwar vorgestellt, doch nur kurz und oberflächlich. <br/><br/><br/>",4
"=""9783499619939""",Deutsch! Das Handbuch für attraktive Texte,"Ein sehr interessantes Buch um sich intensiver mit der Deutschen Sprache auseinander zu setzen. Unzählige Beispiele helfen einem, schlechte Texte zu erkennen. Die Fehler fallen einem sofort auf, doch hat man damit nur den ersten Schritt geschafft. Selber besser zu schreiben ist die Herausforderung, bei der das Buch weniger auf den erhobenen Zeigefinger und mehr auf praktische Tipps setzten könnte. Mich störten in diesem Buch die Kritiken an den gängigen Tageszeitungen weniger als in [b:Deutsch für Profis. Wege zu gutem Stil.|2573367|Deutsch für Profis. Wege zu gutem Stil.|Wolf Schneider|https://images.gr-assets.com/books/1341343181s/2573367.jpg|2585154]. Doch auch hier gibt es etliche Stellen, die mehr an Altersstarrsinn erinnern als an objektive Kritik. Alles in allem überwiegen dennoch die positiven Aspekte, auch wenn ich schlussendlich froh war, das Ende erreicht zu haben – kürzer hätte auch hier nicht geschadet.",4
"=""9780007120765""","The Mystery of the Blue Train (Hercule Poirot, #6)","A famous ruby, the murder of a millionaires’ daughter in a train and the south of France give a very interesting combination. The story starts with a shady transaction and then flows a bit slow to the train incident. From there on it’s hunting time. Who has what interest and which of those who need money so urgently would kill to get it? The side stories seem to be irrelevant until the last moment when Poirot finds all the parts he needs to catch the killer. ",4
"=""9780007119295""","The ABC Murders (Hercule Poirot, #13)","The ABC Murders break with the rest of the Poirot series. While we are used to the point of view of Poirot and Hastings, this time we get other views nicely integrated in the development of the story. That gives the plot more depth and the reader knows details that Poirot first needs to find. Having those different storylines coming together creates a big excitement. That technique is used in every Dan Brown book and gives there the dramaturgic effect he is known for.<br/><br/>The story itself starts with a simple letter. Is it from a crazy fan or a lunatic killer? Poirot hopes for the first but expects the later. And as always, he is right. More letters come and as they think they can catch the murder a letter is lost in the mail. A lot needs to be done to figure out who is the killer and if he is a criminal mastermind or just mad.<br/>",4
"=""9780201633610""",Design Patterns: Elements of Reusable Object-Oriented Software,"This book did a great service to the field of programming. The catalogue inside gives names to recurring solutions and extracted the essence of them to define the 23 patterns described in this book. That will be the reason for most of the 5 star reviews.<br/><br/>However, if we let the historic importance aside, this book is full of unnecessary complexity. Do you really need to talk about abstract syntax trees (AST) just to explain the visitor pattern? It’s not a problem if you have an academic background or a degree in computer science. For everyone else a much simpler example of a file system with files and directories would have the same outcome but would be much simpler to understand. <br/>If you not only want to have a book for the nightstand, get the [b:Head First Design Patterns|58128|Head First Design Patterns|Eric Freeman|https://images.gr-assets.com/books/1408309444s/58128.jpg|56605] book instead. That has the practical aspects much better covered and helps you to understand the idea of patterns more easily. <br/>",2
"=""9780007120680""","Hallowe'en Party (Hercule Poirot, #41)","One of the last books with Hercule Poirot, who feels his old age and things are no longer as easy as they used to be. The murder of a girl is therefore a good variety to an otherwise rather boring life. The book has not much action and all takes a little bit longer as in the earlier novels. Nevertheless, the story develops nicely and captures the things that get less easy with older age very well. If you shift your attention from the crime solving, then this book offers some nice character development of Poirot and Ariadne Oliver. ",3
"=""9780330491204""","Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",The going back in time was a bit too far and Arthur ends up on earth long before England was conquered. We learn what Cricket is all about and how a sofa can help Arthur to go back to his own time.,3
"=""""",Der Verdacht,"Die Fortsetzung von Der Richter und sein Henker kommt nicht ans erste Buch heran. Die Geschichte passiert, doch für einen Kriminalroman fehlt zu viel.",2
"=""9780007119301""","Peril at End House (Hercule Poirot, #8)",Great turn of events that start with small accidents until the murder is solved. Especially fun to read when you were at Torquay and know a little bit about the region. ,5
"=""9780330491235""","So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)","Most of the story is boring in comparison to the previous parts. However, it gets better towards the end and has a well-deserved ending. ",2
"=""""","The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy, #2)","The Restaurant at the End of the Universe is an interesting take on time traveling. The end is not geographically one, but one in time. Dining right when the universe collapses and then get pulled safely back is an idea only Douglas Adams could come up with. ",4
"=""9780007120703""","Poirot Investigates (Hercule Poirot, #3)",A well written collection of short stories about Poirot. From the western star to the Italian nobleman one finds every sort of topics in this little book. ,4
"=""9783898642514""",Data-Warehouse-Systeme,Gute Übersicht zu den vielen Aspekten die man bei einem Datawarehouse beachten muss. Angesichts der vielen technischen Neuerungen seit dem Erscheinen in Bezug auf die Technik verständlicherweise nicht mehr ganz aktuell.,3
"=""9780007119332""","Death in the Clouds (Hercule Poirot, #12)",A great detective story with Hercule Poirot and a crime in the air. How could the murder be done in the small airplane without anyone noticing it – not even Poirot? Was there a moment psychologic? Or is the wasp the important clue? Well written and much fun to read.,5
"=""9780007119318""","Murder on the Orient Express (Hercule Poirot, #10)",A brutish murder on the Orient Express is the centre of this Poirot mystery. How could the murderer get on the train? How could he escape? Or is it still on the train? Many questions need to be answered while being stuck in a snow drift. Without any outside help it's all about Poirot and how he can find clues to bring some light in the past of the victim. Great fun to read and a bit claustrophobic. ,5
"=""9780007121014""","Taken at the Flood (Hercule Poirot, #29)",For me the worst book in the Poirot series. An endless story telling until a completely unforeseen ending could have be done much better. ,1
"=""9780932633606""",Waltzing With Bears: Managing Risk on Software Projects,"A quick read on managing risks you should not miss. Tom DeMarco and Timothy Lister put the important aspects in a little book that is not going to bore you with much theory. If you want to go deeper in the theoretical fundaments, then you find all the references you need. If you don’t want to go down that rabbit hole, you can follow along and get a well written explanation on what you should look out for, how to gather risks and what your job is to manage them. <br/>",5
"=""9783256001502""",Bellevue,"Ein Mord ohne richtiges Motiv, flache Figuren und ein Ende bei dem der Kommissar daneben steht sind eine Kombination die mich in keiner Weise fasziniert.",1
"=""9781617290084""",Specification by Example: How Successful Teams Deliver the Right Software,"The book is all about using examples to specify a (software) product and not an example of a specification. This distinction is important and should be considered before buying this book. <br/><br/><p>The book explains in great detail how example cases and scenarios can help you better understand the purpose and ideas behind a complex system. It will give you plenty of ideas and many things to think about. What you will not find is code. To adapt the ideas of the book in your project is therefore not so simple. The theoretical background will enable you to ask and use examples, but what you do from there on is up to you and the requirements of your project. </p>",5
"=""9781934356340""",The Passionate Programmer: Creating a Remarkable Career in Software Development (Pragmatic Life),"Years ago when I first read this book I found the advice from Chad very useful. If you are in a place where you aren’t happy and the work is boring, then it’s up to you to change it. That however demands that you own your career. No one else will look out for you and push you in the right direction.<br/><br/>Today I still find many good advices in the book, like the fact that technology follows a wave pattern. It starts slow, gets traction and even when you don’t believe it could ever end, it will. If you love the technology and are happy, then riding the wave all the way down may be your cup of tea. However, should you dream of playing with the newest toys and shiny frameworks, then it’s up to you to start looking for the next interesting technology. Chad gives good advice on how to do that, but at the end it’s all about you and if you are willing to spend time improving your skills.",4
"=""9780470147566""",.NET Domain-Driven Design with C#: Problem - Design - Solution,"I had high expectations on a book that finally would explain the real-world approach on Domain-Driven Design. [b:Domain-Driven Design: Tackling Complexity in the Heart of Software|179133|Domain-Driven Design  Tackling Complexity in the Heart of Software|Eric Evans|https://d.gr-assets.com/books/1287493789s/179133.jpg|173058] by Eric Evans has great ideas encapsulated in a boring book and [b:Implementing Domain-Driven Design|15756865|Implementing Domain-Driven Design|Vaughn Vernon|https://d.gr-assets.com/books/1342552108s/15756865.jpg|21454662] by Vaughn Vernon wasn’t any better. Despite the title the implementing part was hard to find and the book yet another academic approach.<br/><br/>This book is different. Unfortunately, not in a way that makes it a great book. Tim McCarthy builds an application using DDD and you can see code over code. The book is great on showing code, but it fails flat on explaining the why behind the code. Is this the DDD approach? Or is it a way that proved to be working? Or is it simply the first thing that McCarthy tried? The lack of explaining why he is solving the problem the way he does reduces the value of the book for me tremendous. If I need to build the same application I can read a solution. However, should I need to build something else I have no idea on how I should proceed.<br/><br/>The errors don’t help to understand the concept and without the errata you will lose a lot of time with (sometimes) fundamental bugs. If you want to read the book, then get the errata first.<br/>",1
"=""9780007120697""","Hercule Poirot's Christmas (Hercule Poirot, #20)","This is not your average Poirot book. In Hercule Poirot's Christmas the main focus is on the murder in a closed room mystery. Therefore it’s all about the “how could the murder happen” and not as with most other stories “who is the murderer?”. That results in rather flat characters and even Hercule is reduced on a fraction of himself. The book is a good study on the How of a murder, but a rather boring one compared with the other works by Agatha Christie.",2
"=""9780321601919""",Continuous delivery,"The idea of continuous delivery is great. If you can go all the way down depends on your project. But nevertheless, invest in automation for deployments. The book offers great general advice on how to do that and on the pitfalls, you should be looking for. <br/>However, the book is quite wordy and doesn’t go in the necessary details to implement it on your own. You will need specific material for the technology you use and probably a lot of training. <br/>",4
"=""9781934356708""","Continuous Testing: with Ruby, Rails, and JavaScript","Years passed by since I read “Continuous Testing” the first time. Books on techniques and practices most often have a way longer timespan in which they are useful than books on a specific technology. In this book it’s a bit different. Too much is based on tools that are now no longer used or have a completely different syntax.<br/><br/>While the idea of running your tests continuously is still valid, you constantly see code samples that no longer work. The theoretical part of the book is unfortunately split around all the different chapters and depends heavily on the specific tools. Is the tool gone your chapter falls apart.<br/><br/>I therefore no longer can recommend to read this book. <br/>",2
"=""9780007119264""",Evil Under the Sun,Evil Under the Sun is a great character study that uses more space to explain the different characters than to talk about the murder itself. In this book the different characters are the key to solve the mystery of a murder where everyone has a water tight alibi. Hercule Poirot needs all his knowledge on the human factor to take the crime apart and to figure out who murdered the famous actress Arlena Stuart. <br/><br/>A great read for a hot summer day.<br/>,5
"=""9783867310550""","Kleine Schritte, Die Ihr Leben Verändern Kaizen Für Die Persönliche Entwicklung","<p>Kleine Schritte sehen nach wenig aus und helfen dennoch dabei grosse Ziele zu erreichen. Im Buch von Robert Maurer geht es um Kaizen, die von den Japanern optimierte Methode um in kleinen Schritten grosse Verbesserungen herbeizuführen. Den meisten ist dies wohl durch den Autobauer Toyota bekannt, der mittels Kaizen in wenigen Jahren zu einem Weltkonzern aufgestiegen ist.</p><br/><br/>Auch für den Alltag empfiehlt es sich grössere Vorhaben die viel Zeit beanspruchen mit ganz kleinen Schritten zu starten - vor allem wenn man das eigene Verhalten verbessern will. Zu Beginn neuer Abenteuer und Herausforderungen sind fast alle sehr motiviert. Wenn aber die ersten Rückschläge kommen braucht es Ausdauer und eine Routine, die sich nur Schritt für Schritt aufbauen lässt. Dieses Buch zeigt einem viele Tipps wie man dies in die Tat umsetzen kann, ohne allerdings auf die einzelnen Ziele stark einzugehen. Hierbei gilt ganz klar dass der Weg das Ziel ist. Kaizen ist eine Möglichkeit für nachhaltige Veränderungen die oft – aber wie von Maurer richtig bemerkt – nicht immer und überall hilft. Wo Kaizen aber anwendbar ist sollte man mindestens einmal den Versuch wagen – bei den kleinen Schritten verliert man im schlechtesten Fall einige Minuten pro Tag, gewinnt im besten Fall aber eine nachhaltige Verbesserung die man nicht so leicht wieder her gibt.<br/>",5
"=""9780007121021""","The Hollow (Hercule Poirot, #26)",All seems like a bad joke as Hercule Poirot visits the Hollow for lunch: A women holding a gun stands above a body. But this is not a screen play. The man really was shot and all looks as if his wife is the murderer. Clue after clue pops up and leads nowhere and even Hercule Poirot needs time to figure all out.<br/><br/><p>I didn’t like the long introduction of every guest at The Hollow. It took far too long until Poirot appears and then the challenge goes on and on. With 100 pages less in the first part this book would be great. But as it is there are too much distractions and that reduces the joy of reading very much.</p><br/>,2
"=""9780007120895""","One, Two, Buckle My Shoe (Hercule Poirot, #23)",The mighty detective Hercule Poirot is all other than fond of going to the dentist. As it happens soon after he leaves the building his dentist shots himself. All seems clear until a witness is missing and another patient dies. Is all a coincident? Or is there a connection between those random facts? Poirot needs a long time until he can uncover the truth behind it and present the murder. <br/><br/><p>This book is not only playing with the fear from the next visit to your dentist but Agatha Christie can keep you in the dark until the last few pages. The story is exceptionally well planned and a joy to read.</p><br/>,5
"=""9780007121090""","The Clocks (Hercule Poirot, #39)","The Clocks is not an ordinary Poirot book. Most of the story is told by Colin Lamb, a mysterious man who works for the government as a secret agent. Chapter by chapter the story unfolds and what started with a routine appointment for a stenographer and end up with a mysterious murder of a person unknown and a spy hunt. Poirot himself only pops up from time to time until at the end he reveals the real reason for the murders. If you like a story about spies then it’s a nice change from the normal books of Poirot. ",3
"=""9780131479418""",Agile Estimating and Planning,"Mike Cohn delivers with “Agile Estimating and Planning” a 360 degree view on estimating an agile project. He explains the topic in a understandable manner and gives you many good insights on what works and why. One of those tips is to separate estimates of size from estimates of duration. This fundamental idea behind story points is explained in a way everyone can follow.<br/><br/>On the other hand I’m not fully convinced that estimating in such a detailed manner is worth the effort. On big projects that are running for years it will work. But after Reading this book I could not tell where the lower limit is. Is a 6 month project still big enough? Or should I reduce the estimating effort as long as the project can be done in a year? A clear cut may not be possible, but an estimate on where to put the line would make this book more useful in the day to day work.<br/>",4
"=""9780007136827""","Murder is Easy (Superintendent Battle, #4)",A nice little story about a village where a maniac is on the loose. At least this is what Miss Pinkerton believes on her way to Scotland Yard. Nonsense is what Luke Fitzwilliam thinks of it until the bodies pile up. From there on a story with many twists emerges and until the final scene one is always suspecting the wrong person to be the serial killer.<br/><br/>The book shows that Agatha Christie doesn’t need Miss Marple nor Hercule Poirot to write a great detective stories. <br/>,4
"=""9780007119356""","Appointment with Death (Hercule Poirot, #19)",Agatha Christie choose the death city Petra for this adventure for this not so typical Hercule Poirot novel. In this book it’s all about psychology and how much one can suffer. There is no shortage of suspects and Poirot can show some of his own little quirks (like closing the window at night to keep the outside air out). All in all a good book when you like the subject of psychology and mental disorders. Otherwise you are better off with another Poirot mystery. ,3
"=""""",Deutsch für Profis. Wege zu gutem Stil.,"Stellenweise sehr informativ und lehrreich, im grossen und ganzen aber zu viel Kritik an den Redaktionen der bekannten deutschen Zeitungen.",2
"=""""","Schneller, besser, kürzer: Professionell schreiben (German Edition)","Interessanter kleiner Ratgeber um professioneller zu schreiben. Mir hat vor allem der Teil zur Überarbeitung gefallen. Dabei werden die einzelnen Aktivitäten in Ebenen gruppiert. Ist der Text als Ganzes schlüssig oder muss ein Aspekt integriert werden? Von dort geht es dann auf die Ebene der Absätze, wo man prüft das nur ein Thema behandelt wird. Eine Ebene weiter unten schaut man sich den Satzbau an und korrigiert wo nötig. Zum Abschluss betrachtet man die Worte und sucht allenfalls solche, die in diesem Kontext besser passen. Die restlichen Tipps sind nichts Neues und dürften in jedem anderen Ratgeber ebenfalls enthalten sein.",3
